customer_no,productions,tickets,revenues,days_last,days_max,days_mean,weekdays,weekends,email_engagement,email_unsubscribe,membership,years_member,membership_dropped,membership_downgraded,mosaic,fss,london,uk,proximity,churned
909,53,53,5371.85,70,189,29,0.81,0.19,0.21,N,I,5,N,N,I,L,N,Y,B,0
910,17,30,2381,154,284,90,0.41,0.59,0.61,N,I,5,N,N,C,M,N,Y,B,0
911,55,60,4591.5,49,204,29,0.65,0.35,0.39,N,J,5,N,N,A,G,Y,Y,A,0
912,6,10,407,321,652,202,1,0,0.24,N,A,0,X,X,A,B,Y,Y,A,1
913,8,24,4479,41,488,134,0.62,0.38,0.79,N,I,3,N,N,A,F,Y,Y,A,1
914,33,67,5998,61,577,49,0.52,0.48,0.41,N,I,5,N,N,C,F,N,Y,B,1
915,6,6,133,42,728,199,0.67,0.33,0.33,N,A,0,X,X,O,A,N,Y,B,1
916,18,36,1192,267,265,80,0.89,0.11,0.03,N,I,5,N,N,B,M,N,Y,B,1
917,6,13,1345,357,481,179,0.33,0.67,0.38,N,I,4,N,N,B,F,N,Y,B,1
918,10,14,453.5,362,398,91,0.5,0.5,0.36,N,A,0,X,X,A,F,Y,Y,A,0
919,28,44,2413.5,266,315,50,0.54,0.46,0.64,N,I,5,N,N,N,G,Y,Y,A,0
920,16,32,5044,154,524,91,0.19,0.81,0.25,N,I,5,N,N,B,F,N,Y,B,0
921,118,193,3688.49,161,146,12,0.58,0.42,0.64,N,J,5,N,N,K,C,Y,Y,A,1
922,8,18,2806.6,48,1070,196,0,1,0.37,N,A,0,X,X,A,B,Y,Y,A,1
923,6,15,2866,42,581,306,1,0,0.52,N,A,0,X,X,A,F,Y,Y,A,1
924,14,28,1190,59,373,121,0.71,0.29,0.53,N,J,5,N,N,E,N,N,Y,B,1
925,16,42,3376,42,358,101,0.44,0.56,0.61,N,A,0,X,X,A,B,Y,Y,A,0
926,28,105,4616,0,257,60,0.46,0.54,0.05,N,J,5,N,N,E,O,N,Y,B,0
927,6,13,322,309,1172,234,0.83,0.17,0.18,N,A,0,X,X,A,B,Y,Y,A,1
928,18,30,1776.6,148,286,60,0.11,0.89,0.33,N,E,4,N,N,B,K,N,Y,B,0
929,39,39,2121,126,259,39,0.18,0.82,0.55,N,A,4,Y,N,N,O,N,Y,B,1
930,226,338,9426,77,190,6,0.32,0.68,0.58,N,J,5,N,N,A,F,Y,Y,A,0
931,8,19,2469,181,517,165,0.5,0.5,0.03,N,A,0,X,X,A,F,Y,Y,A,0
932,6,14,520,246,637,250,0.83,0.17,0.65,N,A,0,X,X,A,F,Y,Y,A,1
933,17,17,652,12,396,94,1,0,0.04,N,A,0,X,X,G,F,N,Y,B,0
934,11,32,2939,309,547,132,0.82,0.18,0.2,N,G,5,N,N,A,G,Y,Y,A,0
935,34,62,4319.5,34,328,48,0.29,0.71,0.51,N,J,5,N,N,A,F,Y,Y,A,0
936,33,69,3724.68,63,180,47,0.79,0.21,0.16,N,I,5,N,N,B,F,N,Y,B,0
937,23,45,3783,357,268,57,0.43,0.57,0.49,N,I,5,N,N,B,M,N,Y,B,1
938,14,25,2262,10,323,82,0.43,0.57,0.13,N,A,0,X,X,X,X,N,N,D,1
939,10,20,2492,358,278,124,0.3,0.7,0.62,N,A,3,Y,N,A,B,Y,Y,A,0
940,47,94,6970,0,110,35,0.7,0.3,0.75,N,J,5,N,N,B,M,N,Y,B,0
941,16,52,3748,69,441,104,0.69,0.31,0.73,N,J,5,N,N,B,F,N,Y,B,0
942,7,10,1325,52,602,232,0.71,0.29,0.57,N,I,5,N,N,G,G,N,Y,B,0
943,85,162,11085,35,111,19,0.76,0.24,0.69,N,K,5,N,N,A,B,Y,Y,A,0
944,49,120,7535,70,189,32,0.94,0.06,0.42,N,I,5,N,N,A,B,Y,Y,A,0
945,18,30,5424,47,247,88,0.33,0.67,0.37,N,I,4,N,N,A,B,Y,Y,A,0
946,20,24,585,126,274,71,0.6,0.4,0.81,N,A,0,X,X,A,G,Y,Y,A,0
947,6,6,75,50,510,143,0.67,0.33,0.46,N,A,0,X,X,A,B,Y,Y,A,0
948,6,6,551,42,263,136,0.17,0.83,0.81,N,A,0,X,X,C,F,N,Y,B,0
949,16,18,433,42,1002,99,0.81,0.19,0.4,N,A,0,X,X,A,B,Y,Y,A,0
950,6,12,1921,321,569,256,0,1,0.48,N,A,0,X,X,A,B,Y,Y,A,1
951,8,26,4415,65,649,175,1,0,0.39,N,I,5,N,N,B,F,N,Y,B,1
952,12,36,3376,154,288,134,0.75,0.25,0.74,N,I,5,N,N,B,B,N,Y,B,0
953,27,27,300,258,356,51,0.81,0.19,0.41,N,A,0,X,X,O,G,N,Y,B,0
954,22,25,381,138,331,46,1,0,0.58,N,I,5,N,N,A,B,Y,Y,A,1
955,6,11,1779,214,751,239,1,0,0.67,N,A,0,X,X,A,M,Y,Y,A,1
956,20,20,759,154,191,77,0.45,0.55,0.68,N,I,5,N,N,F,C,N,Y,B,0
957,14,30,4843.7,70,446,119,0.86,0.14,0.28,N,I,5,N,N,C,F,N,Y,B,1
958,9,19,3382.5,28,903,200,0.33,0.67,0.65,N,J,5,N,N,B,M,N,Y,B,1
959,23,33,1850.9,50,109,27,0.61,0.39,0.84,N,I,3,N,N,G,B,Y,Y,A,0
960,8,16,1110,109,456,111,0.62,0.38,0.1,N,A,0,X,X,A,F,Y,Y,A,0
961,6,12,1572,357,369,218,0.83,0.17,0.28,N,A,0,X,X,A,M,N,Y,B,1
962,6,6,112,231,118,39,0,1,0.53,N,A,0,X,X,O,A,N,Y,B,1
963,8,16,926.56,35,134,32,0.62,0.38,0.82,N,A,0,X,X,K,C,Y,Y,A,0
964,7,18,436,309,189,136,0.14,0.86,0.69,N,A,0,X,X,C,B,N,Y,B,1
965,28,56,11295,10,210,53,0.39,0.61,0.16,N,J,5,N,N,G,J,N,Y,B,0
966,17,34,408,126,281,92,0.59,0.41,0.43,N,A,0,X,X,A,G,Y,Y,A,0
967,195,238,4511,70,113,8,0.44,0.56,0.78,N,I,5,N,N,G,H,N,Y,B,0
968,26,51,3278.5,52,343,54,0.77,0.23,0.39,N,I,5,N,N,A,B,N,Y,B,0
969,6,9,306,285,744,235,0.67,0.33,0.87,N,A,0,X,X,K,C,Y,Y,A,1
970,7,8,439,243,437,206,0.43,0.57,0.64,N,A,0,X,X,N,I,N,Y,B,1
971,8,12,480.5,314,1037,173,1,0,0.58,N,A,1,X,X,A,F,Y,Y,A,1
972,11,23,527,145,275,146,0.18,0.82,0.36,N,I,5,N,N,B,F,N,Y,B,0
973,19,38,3976.4,42,300,88,0.79,0.21,0.58,N,I,5,N,N,A,F,N,Y,B,1
974,7,28,394,126,524,246,0,1,0.16,N,A,0,X,X,A,B,Y,Y,A,1
975,35,54,4737,37,350,43,1,0,0.45,N,A,0,X,X,B,F,Y,Y,A,0
976,18,40,6792,36,228,88,0.17,0.83,0.7,N,L,4,N,N,B,F,N,Y,B,0
977,7,14,602,42,379,228,0.29,0.71,0.41,N,A,0,X,X,B,M,N,Y,B,1
978,7,16,878,35,461,243,0.43,0.57,0.53,N,A,0,X,X,B,F,N,Y,B,1
979,6,6,52,126,379,130,0.67,0.33,0.42,N,A,0,X,X,A,B,Y,Y,A,0
980,11,15,570,197,265,96,0.73,0.27,0.59,N,A,0,X,X,K,C,Y,Y,A,1
981,6,6,202,31,114,35,0.83,0.17,0.33,N,A,0,X,X,E,M,Y,Y,A,0
982,6,12,989.8,126,120,44,0.33,0.67,0.73,N,A,0,X,X,E,O,N,Y,B,1
983,11,28,4674.6,133,458,110,0.91,0.09,0.02,N,A,0,X,X,A,F,Y,Y,A,0
984,36,36,4687,28,201,42,0.64,0.36,0.74,N,I,5,N,N,B,M,N,Y,B,0
985,27,50,5542,156,191,55,0.26,0.74,0.32,N,J,5,N,N,A,F,Y,Y,A,0
986,24,37,320,21,365,68,0.88,0.12,0.3,N,A,0,X,X,K,E,Y,Y,A,0
987,25,25,751,23,476,28,0.72,0.28,0.11,N,I,2,N,N,E,M,N,Y,B,0
988,7,13,244,80,910,241,0.57,0.43,1,N,A,0,X,X,X,X,Y,Y,A,1
989,6,10,191,180,227,146,0.83,0.17,0.53,N,A,0,X,X,X,X,N,N,D,0
990,7,11,1217.6,309,1271,215,0.86,0.14,0.43,N,A,0,X,X,A,G,Y,Y,A,1
991,24,48,5255.8,49,489,68,0.62,0.38,0.34,N,A,4,Y,N,K,J,Y,Y,A,1
992,8,15,1924.7,70,659,183,0.62,0.38,0.47,N,I,5,N,N,B,F,N,Y,B,1
993,7,16,1894,357,525,212,0.86,0.14,0.44,N,I,5,N,N,A,F,Y,Y,A,1
994,34,60,10736,2,254,49,0.29,0.71,0.65,N,K,5,N,N,A,F,N,Y,B,0
995,8,16,168,126,120,67,0.12,0.88,0.93,N,A,0,X,X,O,C,Y,Y,A,1
996,9,14,932,63,1070,184,0.56,0.44,0.21,N,A,2,X,X,A,F,Y,Y,A,1
997,21,36,781,126,272,73,0.33,0.67,0.65,N,A,0,X,X,B,G,N,Y,B,0
998,23,31,2902,267,280,62,0.78,0.22,0.49,N,I,5,N,N,A,F,Y,Y,A,0
999,13,24,1667,161,376,122,0.54,0.46,0.1,N,J,5,N,N,B,F,N,Y,B,1
